  node o_rank o_in o_out p_rank p_in p_out
  4960      3 1055    13      2  718    13
   700      7  636     2      1  522     2
 25118     11  760     9      5  553     9
  3507     12  671    20      3  531    15
   953     13  624     6      7  487     5
  6538     14  592     9      9  449     7
 17388     16  544     3      4  518     3
  1898     17  814    18      6  681    18
   695     23  485     8      8  446     8
 25121     25  704     0     21  445     0
  6541     31  592    27     29  377     1
 25115     34  603    21     14  505    21
  5648     37  441     7     16  351     7
   233     42  327    12     22  229    11
  3265     43    6     2     11    6     2
 89979     47  563   274     12  563   274
 89976     48  562   288     13  562   288
  4587     51  404    11     23  365    11
  1232     52  463     1     26  376     1
 27211     54  211     3     10  211     3
  4585     56  322    17     24  288    17
 26085     57  485    15     15  485    15
 12858     58    1     1     17    1     1
 12859     59    1     3     18    1     2
  6526     61  343     6     53  226     0
  2099     62  394    10     36  336    10
 32817     63  417    17     38  305    17
 11815     64   16     3  10999   12     0
  6527     65  333     1     37  306     1
 17395     67  119     1     28  111     1
  7786     70  302    24     34  259    21
 61847     72  406    15     27  406    15
  3938     73  223     2    119  183     1
 56543     75  273     3     41  205     2
  2714     76  140     2     25  129     1
  5287     78   80     8     19   79     8
 89972     79  560     2     30  560     2
 89974     80  560   288     31  560   288
 61849     81  402    15     33  402    15
  2756     83  176     5     44  158     4
 17393     84    2    10     32    2    10
  4980     86  113     5     49   90     5
 16422     88    1     1     43    1     1
  6520     90  289    10     40  287    10
  7744     92  255    12     42  251    12
  1370     94  160     6     78  127     6
 16423     95    2     4     47    2     4
  1255     96  251    11     55  177     9
 17394     98   18     3     45   15     2
 36905    100   63    20     46   63    20
